chrom	region_name	start	stop	RDS_file
7	1	0	5	/home/simingz/ctwas/inst/extdata/example_ld_R/example_chr7.R_snp.0_5.RDS
7	2	5	35	/home/simingz/ctwas/inst/extdata/example_ld_R/example_chr7.R_snp.5_35.RDS
7	3	35	65	/home/simingz/ctwas/inst/extdata/example_ld_R/example_chr7.R_snp.35_65.RDS
7	4	65	95	/home/simingz/ctwas/inst/extdata/example_ld_R/example_chr7.R_snp.65_95.RDS
7	5	95	125	/home/simingz/ctwas/inst/extdata/example_ld_R/example_chr7.R_snp.95_125.RDS
7	6	125	155	/home/simingz/ctwas/inst/extdata/example_ld_R/example_chr7.R_snp.125_155.RDS
7	7	155	185	/home/simingz/ctwas/inst/extdata/example_ld_R/example_chr7.R_snp.155_185.RDS
7	8	185	215	/home/simingz/ctwas/inst/extdata/example_ld_R/example_chr7.R_snp.185_215.RDS
7	9	215	245	/home/simingz/ctwas/inst/extdata/example_ld_R/example_chr7.R_snp.215_245.RDS
7	10	245	275	/home/simingz/ctwas/inst/extdata/example_ld_R/example_chr7.R_snp.245_275.RDS
7	11	275	305	/home/simingz/ctwas/inst/extdata/example_ld_R/example_chr7.R_snp.275_305.RDS
7	12	305	335	/home/simingz/ctwas/inst/extdata/example_ld_R/example_chr7.R_snp.305_335.RDS
7	13	335	365	/home/simingz/ctwas/inst/extdata/example_ld_R/example_chr7.R_snp.335_365.RDS
7	14	365	395	/home/simingz/ctwas/inst/extdata/example_ld_R/example_chr7.R_snp.365_395.RDS
7	15	395	425	/home/simingz/ctwas/inst/extdata/example_ld_R/example_chr7.R_snp.395_425.RDS
7	16	425	455	/home/simingz/ctwas/inst/extdata/example_ld_R/example_chr7.R_snp.425_455.RDS
7	17	455	485	/home/simingz/ctwas/inst/extdata/example_ld_R/example_chr7.R_snp.455_485.RDS
